0
1.194874

1
1.236143

2
1.134781

3
1.092098

2
2.097801

3
1.402016

0
1.117886

1
1.122421

1
1.161091

3
1.068939

3
1.151733

1
1.152355

2
1.095367

0
1.144699

2
1.410194

0
1.032318

