2
2.732471

3
1.599552

1
3.933189

2
1.612389

1
1.78334

0
1.548141

0
1.516212

3
1.395752

2
1.149757

0
1.395828

0
1.533272

1
1.422897

3
1.291832

2
5.265869

1
1.831177

3
4.571373

