2
2.953261

3
1.171036

1
1.235524

2
1.328434

1
1.436045

0
1.084017

0
1.137329

3
1.09363

2
1.082029

0
1.05735

0
1.112579

1
1.263851

3
1.146236

2
1.130692

1
1.108482

3
1.149693

