0,0
0.02,0
0.3533334,0
0.4120654,0
0.4428619,0
0.4555163,0
0.4728768,0
0.4906105,0
0.5077428,0
0.5233067,0
0.539256,0
0.5554525,0
0.5718275,0
0.5884997,0
0.6054609,0
0.6221195,0
0.6381043,0
0.6547064,0
0.671432,0
0.6881365,0
0.7049218,0
0.7214351,0
0.7395821,0
0.7548143,0
0.7716634,0
0.7884964,0
0.805096,0
0.8214191,0
0.8388534,0
0.8552852,0
0.87204,0
0.8886425,0
0.9053738,0
0.921275,0
0.9382854,0
0.956338,0
0.9715667,0
0.9881164,0
1.004751,0
1.021285,0
1.038276,0
1.054834,0
1.071374,0
1.087934,0
1.10448,0
1.120869,0
1.137602,0
1.153872,0
1.171599,0
1.187447,0
1.203741,0
1.220458,0
1.236842,0
1.253479,0
1.270346,0
1.286908,0
1.30336,0
1.320032,0
1.336775,0
1.353189,0
1.370249,0
1.387947,0
1.403085,0
1.419739,0
1.437443,0
1.453359,0
1.469464,0
1.48579,0
1.50271,0
1.519111,0
1.535728,0
1.552292,0
1.568823,0
1.585482,0
1.603193,0
1.618618,0
1.635171,0
1.651808,0
1.668567,0
1.685125,0
1.701877,0
1.718609,0
1.735339,0
1.751699,0
1.76892,0
1.785098,0
1.80194,0
1.819727,0
1.835435,0
1.851799,0
1.868736,0
1.885581,0
1.902956,0
1.918299,0
1.935153,0
1.951922,0
1.968464,0
1.985124,0
2.001817,0
2.018419,0
2.036214,0
2.051568,0
2.0683,0
2.08472,0
2.101681,0
2.118022,0
2.134439,0
2.151037,0
2.167789,0
2.184153,0
2.201184,0
2.217166,0
2.233851,0
2.251405,0
2.267206,0
2.283359,0
2.299936,0
2.316407,0
2.332798,0
2.349125,0
2.366205,0
2.38242,0
2.399078,0
2.415206,0
2.43191,0
2.448182,0
2.46552,0
2.481191,0
2.498099,0
2.51406,0
2.5306,0
2.547108,0
2.563529,0
2.57988,0
2.596669,0
2.613613,0
2.630512,0
2.647271,0
2.664159,0
2.68279,0
2.699075,0
2.714602,0
2.731856,0
2.748575,0
2.765847,0
2.782216,0
2.798888,0
2.81543,0
2.831867,0
2.848326,0
2.864967,0
2.882304,0
2.897593,0
2.9139,0
2.930569,0
2.946653,0
2.980776,0
2.997827,0
3.014266,0
3.032109,0
3.048434,0
3.06537,0
3.093875,0
3.115448,0
3.132601,0
3.148664,0
3.165218,0
3.182045,0
3.198868,0
3.215597,0
3.231877,0
3.248243,0
3.264582,0
3.280951,0
3.298826,0
3.314091,0
3.330704,0
3.347292,0
3.364684,0
3.381029,0
3.398356,0
3.415001,0
3.432404,0
3.448807,0
3.465842,0
3.482551,0
3.500359,0
3.516319,0
3.532945,0
3.549697,0
3.566067,0
3.582494,0
3.599134,0
3.615448,0
3.632058,0
3.648553,0
3.665006,0
3.681333,0
3.698324,0
3.715932,0
3.730793,0
3.747151,0
3.763709,0
3.779926,0
3.796642,0
3.81284,0
3.82936,0
3.846277,0
3.863306,0
3.879972,0
3.897707,0
3.913784,0
3.932012,0
3.947474,0
3.964628,0
3.981442,0
3.998954,0
4.015261,0
4.032103,0
4.048144,0
4.065261,0
4.08131,0
4.097728,0
4.114022,0
4.131644,0
4.146876,0
4.163702,0
4.179743,0
4.197209,0
4.213079,0
4.23029,0
4.247032,0
4.264245,0
4.280888,0
4.297835,0
4.314574,0
4.33263,0
4.348506,0
4.365344,0
4.381866,0
4.398574,0
4.414809,0
4.431982,0
4.448498,0
4.464444,0
4.480714,0
4.497233,0
4.51399,0
4.530152,0
4.548083,0
4.563164,0
4.5795,0
4.596461,0
4.613131,0
4.630247,0
4.647077,0
4.664312,0
4.681034,0
4.698884,0
4.714669,0
4.732398,0
4.749795,0
4.76494,0
4.781381,0
4.798123,0
4.814341,0
4.830956,0
4.847314,0
4.863739,0
4.880002,0
4.896922,0
4.913189,0
4.929913,0
4.946682,0
4.965125,0
4.980365,0
4.997681,0
5.014162,0
5.031796,0
5.048036,0
5.065019,0
5.082051,0
5.099054,0
5.116004,0
5.132613,0
5.148862,0
5.167055,0
5.18184,0
