0,0.002
0.02,0.004000094
0.3533334,0.004000187
0.4012181,0.004000187
0.4437406,0.004000187
0.4584723,0.004000187
0.4753347,0.004000187
0.490154,0.004000187
0.5081038,0.004000187
0.5235279,0.004000187
0.5403494,0.004000187
0.5568221,0.004000187
0.5740899,0.004000187
0.590727,0.004000187
0.606383,0.004000187
0.6222394,0.004000187
0.6388693,0.004000187
0.6553761,0.004000187
0.6716813,0.004000187
0.6876432,0.004000187
0.7040884,0.004000187
0.7216935,0.004000187
0.7370585,0.004000187
0.7535414,0.004000187
0.7703899,0.004000187
0.7870142,0.004000187
0.8038285,0.004000187
0.8203781,0.004000187
0.8368468,0.004000187
0.8534642,0.004000187
0.8701208,0.004000187
0.8865876,0.004000187
0.9036769,0.004000187
0.9201738,0.004000187
0.9383708,0.004000187
0.9536245,0.004000187
0.9700723,0.004000187
0.986446,0.004000187
1.004406,0.004000187
1.020032,0.004000187
1.037192,0.004000187
1.054044,0.004000187
1.070803,0.004000187
1.087446,0.004000187
1.104326,0.004000187
1.121538,0.004000187
1.13933,0.004000187
1.154961,0.004000187
1.171856,0.004000187
1.188656,0.004000187
1.20574,0.004000187
1.222486,0.004000187
1.239564,0.004000187
1.256469,0.004000187
1.273611,0.004000187
1.290113,0.004000187
1.307662,0.004000187
1.324568,0.004000187
1.343601,0.004000187
1.357506,0.004000187
1.374504,0.004000187
1.391327,0.004000187
1.4083,0.004000187
1.425122,0.004000187
1.442028,0.004000187
1.459036,0.004000187
1.47595,0.004000187
1.492298,0.004000187
1.50873,0.004000187
1.525446,0.004000187
1.54317,0.004000187
1.558181,0.004000187
1.574701,0.004000187
1.5913,0.004000187
1.607787,0.004000187
1.624105,0.004000187
1.640721,0.004000187
1.656882,0.004000187
1.674288,0.004000187
1.69028,0.004000187
1.707327,0.004000187
1.724082,0.004000187
1.741287,0.004000187
1.761229,0.004000187
1.774607,0.004000187
1.791836,0.004000187
1.923872,0.004000187
2.04686,0.004000187
